time,Temperature_celcius,Rain_mm_per_h,Snow_mm_per_h,Air density_kg_per_m3,Ground_level_solar_irradiance_W_per_m2,Cloud_cover_fraction,wind_speed_m_per_s,electricity_kW
07/09/2019 07:00,15.564,0.097,0,1.221,347.656,0.097,7.119,3.77
07/09/2019 08:00,16.439,0.052,0,1.219,466.198,0.256,6.751,5.245
07/09/2019 09:00,17.158,0.032,0,1.218,548.176,0.504,6.405,6.184
07/09/2019 10:00,17.658,0.016,0,1.216,592.411,0.728,5.999,6.649
07/09/2019 11:00,17.993,0.007,0,1.215,568.672,0.903,5.627,6.272
07/09/2019 12:00,18.022,0.003,0,1.214,447.344,0.959,5.317,4.611
07/09/2019 13:00,17.9,0.001,0,1.214,338.845,0.979,5.055,3.233
07/09/2019 14:00,17.655,0.001,0,1.214,240.972,0.982,4.827,2.126
07/09/2019 15:00,17.294,0.002,0,1.215,146.403,0.986,4.651,1.142
07/09/2019 16:00,16.701,0.004,0,1.216,63.562,0.99,4.46,0.363
07/09/2019 17:00,15.649,0.005,0,1.218,10.149,0.99,4.398,0
08/09/2019 04:00,13.493,0.078,0,1.224,3.891,0.57,3.491,0
08/09/2019 05:00,14.007,0.071,0,1.224,58.377,0.455,3.495,0.32
08/09/2019 06:00,15.139,0.147,0,1.224,151.169,0.385,3.465,1.231
08/09/2019 07:00,15.801,0.134,0,1.223,253.823,0.382,3.508,2.356
08/09/2019 08:00,16.42,0.138,0,1.221,334.035,0.446,3.616,3.237
08/09/2019 09:00,17.012,0.094,0,1.22,405.789,0.462,3.719,4.048
08/09/2019 10:00,17.545,0.077,0,1.218,466.58,0.463,3.717,4.786
08/09/2019 11:00,18.063,0.054,0,1.216,490.871,0.456,3.661,5.113
08/09/2019 12:00,18.462,0.039,0,1.214,466.698,0.546,3.502,4.848
08/09/2019 13:00,18.613,0.021,0,1.213,381.863,0.667,3.212,3.804
08/09/2019 14:00,18.546,0.013,0,1.212,263.711,0.7,2.894,2.387
08/09/2019 15:00,18.26,0.008,0,1.212,131.721,0.668,2.652,0.988
08/09/2019 16:00,17.798,0.003,0,1.212,63.517,0.63,2.838,0.36
08/09/2019 17:00,16.695,0.002,0,1.213,11.164,0.636,3.335,0
09/09/2019 04:00,12.006,0.011,0,1.229,4.34,0.869,4.986,0
09/09/2019 05:00,12.783,0.01,0,1.23,61.435,0.896,5.144,0.35
09/09/2019 06:00,13.813,0.021,0,1.228,158.186,0.911,4.947,1.313
09/09/2019 07:00,15.037,0.071,0,1.223,225.553,0.96,4.81,1.983
09/09/2019 08:00,15.871,0.059,0,1.219,268.335,0.964,4.693,2.367
09/09/2019 09:00,16.542,0.025,0,1.215,316.927,0.959,4.704,2.847
09/09/2019 10:00,17.403,0.025,0,1.212,419.125,0.959,4.813,4.034
09/09/2019 11:00,18.112,0.064,0,1.208,451.184,0.956,4.956,4.414
09/09/2019 12:00,18.199,0.328,0,1.205,293.159,0.982,5.052,2.523
09/09/2019 13:00,17.679,0.545,0,1.205,126.227,0.988,5.056,0.91
09/09/2019 14:00,17.37,0.575,0,1.205,133.016,0.979,5.197,0.976
09/09/2019 15:00,16.891,0.753,0,1.207,80.906,0.983,5.358,0.512
09/09/2019 16:00,16.257,0.681,0,1.208,24.806,0.987,5.189,0.056
09/09/2019 17:00,15.844,0.518,0,1.208,3.248,0.983,5.164,0
10/09/2019 04:00,15.436,0.931,0,1.202,1.118,0.914,4.299,0
10/09/2019 05:00,15.568,0.823,0,1.203,26.021,0.982,4.466,0.065
10/09/2019 06:00,15.872,0.917,0,1.204,58.073,0.989,4.648,0.318
10/09/2019 07:00,15.97,0.991,0,1.204,82.949,0.989,4.828,0.53
10/09/2019 08:00,16.257,1.087,0,1.202,113.485,0.991,5.19,0.797
10/09/2019 09:00,16.673,1.244,0,1.201,131.614,0.993,5.631,0.956
10/09/2019 10:00,17.058,1.283,0,1.199,151.616,0.993,5.889,1.132
10/09/2019 11:00,17.397,1.237,0,1.198,163.534,0.955,5.992,1.238
10/09/2019 12:00,17.71,1.228,0,1.196,177.711,0.867,6.035,1.368
10/09/2019 13:00,17.901,1.172,0,1.196,178.653,0.801,6.093,1.382
10/09/2019 14:00,17.812,1.117,0,1.196,135.431,0.816,6.221,0.992
10/09/2019 15:00,17.42,0.966,0,1.198,76.487,0.862,6.558,0.471
10/09/2019 16:00,16.943,0.728,0,1.201,29.764,0.902,6.952,0.091
10/09/2019 17:00,16.427,0.493,0,1.203,3.657,0.898,7.357,0
11/09/2019 04:00,13.868,0.007,0,1.225,2.99,0.061,7.886,0
11/09/2019 05:00,14.12,0.004,0,1.225,81.64,0.004,7.426,0.543
11/09/2019 06:00,14.86,0.004,0,1.224,222.466,0.004,7.594,2.323
11/09/2019 07:00,15.766,0.002,0,1.221,366.084,0.009,8.127,4.245
11/09/2019 08:00,16.714,0.003,0,1.219,488.26,0.043,8.758,5.754
11/09/2019 09:00,17.357,0.003,0,1.217,563.873,0.263,9.343,6.582
11/09/2019 10:00,17.707,0.003,0,1.216,597.256,0.628,9.859,6.887
11/09/2019 11:00,17.848,0.006,0,1.215,545.772,0.919,10.242,6.109
11/09/2019 12:00,17.882,0.004,0,1.214,419.546,0.933,10.279,4.288
11/09/2019 13:00,17.923,0.003,0,1.211,255.701,0.939,9.874,2.234
11/09/2019 14:00,17.888,0.013,0,1.209,142.85,0.955,9.223,1.082
11/09/2019 15:00,17.644,0.142,0,1.209,67.833,0.973,9.053,0.4
11/09/2019 16:00,17.103,0.39,0,1.21,23.988,0.973,9.322,0.05
11/09/2019 17:00,16.434,0.721,0,1.213,2.533,0.953,9.614,0
12/09/2019 04:00,13.855,0.006,0,1.226,2.611,0.425,6.815,0
12/09/2019 05:00,14.326,0.008,0,1.227,72.355,0.091,6.837,0.463
12/09/2019 06:00,15.101,0.012,0,1.227,220.45,0.016,6.819,2.34
12/09/2019 07:00,15.966,0.012,0,1.225,356.223,0.021,7.364,4.156
12/09/2019 08:00,16.924,0.036,0,1.223,473.921,0.043,7.823,5.608
12/09/2019 09:00,17.745,0.024,0,1.22,545.391,0.159,8.188,6.367
12/09/2019 10:00,18.448,0.011,0,1.217,525.799,0.446,8.421,5.907
12/09/2019 11:00,18.871,0.013,0,1.215,477.077,0.514,8.64,5.114
12/09/2019 12:00,18.977,0.016,0,1.214,404.125,0.705,8.8,4.095
12/09/2019 13:00,18.859,0.01,0,1.213,291.509,0.813,8.658,2.688
12/09/2019 14:00,18.622,0.007,0,1.213,201.3,0.933,8.377,1.7
12/09/2019 15:00,18.181,0.003,0,1.214,105.57,0.929,7.721,0.749
12/09/2019 16:00,17.657,0.001,0,1.215,63.976,0.65,7.255,0.372
12/09/2019 17:00,16.764,0.001,0,1.217,8.812,0.393,7.396,0
13/09/2019 04:00,15.666,1.64,0,1.218,0.39,0.832,7.269,0
13/09/2019 05:00,15.801,1.132,0,1.218,15.242,0.753,7.484,0
13/09/2019 06:00,15.627,0.166,0,1.222,79.235,0.42,8.942,0.52
13/09/2019 07:00,15.182,0.007,0,1.228,307.219,0.062,10.217,3.402
13/09/2019 08:00,15.783,0,0,1.229,473.079,0.044,11.071,5.711
13/09/2019 09:00,16.23,0,0,1.23,575.024,0.024,11.482,6.933
13/09/2019 10:00,16.5,0,0,1.231,631.353,0.001,11.46,7.554
13/09/2019 11:00,16.85,0,0,1.23,636.675,0.001,11.273,7.595
13/09/2019 12:00,17.126,0,0,1.229,594.292,0.001,11.131,7.116
13/09/2019 13:00,17.192,0,0,1.228,511.24,0.006,10.874,6.156
13/09/2019 14:00,17.051,0,0,1.228,394.044,0.021,10.572,4.705
13/09/2019 15:00,16.679,0,0,1.229,253.922,0.031,10.294,2.827
13/09/2019 16:00,16.016,0,0,1.231,109.071,0.344,9.861,0.875
13/09/2019 17:00,15.109,0,0,1.234,8.983,0.32,9.338,0
14/09/2019 04:00,11.927,0.004,0,1.252,1.346,0.225,7.954,0
14/09/2019 05:00,12.311,0.004,0,1.252,60.065,0.777,7.692,0.361
14/09/2019 06:00,13.08,0.002,0,1.25,116.234,0.937,7.931,0.907
14/09/2019 07:00,13.677,0.001,0,1.248,136.666,0.929,8.094,1.071
14/09/2019 08:00,14.412,0.001,0,1.246,241.234,0.488,8.441,2.193
14/09/2019 09:00,15.528,0.001,0,1.243,523.03,0.182,8.548,6.149
14/09/2019 10:00,16.256,0.001,0,1.24,582.935,0.552,8.513,6.916
14/09/2019 11:00,16.689,0,0,1.237,587.127,0.744,8.325,6.944
14/09/2019 12:00,16.891,0,0,1.235,547.277,0.942,8.136,6.473
14/09/2019 13:00,16.909,0,0,1.234,460.975,0.946,8.132,5.381
14/09/2019 14:00,16.589,0,0,1.233,266.263,0.935,8.082,2.626
14/09/2019 15:00,16.099,0,0,1.233,118.334,0.758,7.616,0.903
14/09/2019 16:00,15.637,0,0,1.233,88.208,0.201,7.001,0.631
14/09/2019 17:00,14.094,0,0,1.233,7.859,0.814,6.355,0
15/09/2019 04:00,14.164,0.01,0,1.223,0.335,0.954,10.964,0
15/09/2019 05:00,14.615,0.057,0,1.22,19.833,0.964,11.935,0.023
15/09/2019 06:00,14.921,0.144,0,1.218,69.156,0.978,11.534,0.422
15/09/2019 07:00,15.234,0.193,0,1.216,110.633,0.983,11.243,0.793
15/09/2019 08:00,15.751,0.152,0,1.213,166.922,0.967,11.167,1.322
15/09/2019 09:00,16.582,0.014,0,1.21,321.021,0.952,11.362,2.972
15/09/2019 10:00,17.223,0.007,0,1.208,411.816,0.949,11.587,4.159
15/09/2019 11:00,17.672,0.003,0,1.208,536.809,0.918,11.726,6.054
15/09/2019 12:00,17.669,0.001,0,1.208,532.893,0.899,11.673,6.14
15/09/2019 13:00,16.995,0,0,1.211,389.297,0.936,11.402,4.15
15/09/2019 14:00,15.994,0,0,1.214,220.686,0.937,11.288,1.958
15/09/2019 15:00,15.195,0,0,1.217,100.845,0.955,11.317,0.713
15/09/2019 16:00,14.682,0,0,1.219,37.72,0.923,11.51,0.156
15/09/2019 17:00,14.168,0.001,0,1.221,3.74,0.693,11.747,0
16/09/2019 04:00,12.522,0.001,0,1.229,0.502,0.44,10.972,0
16/09/2019 05:00,12.404,0.001,0,1.23,58.129,0.726,10.558,0.366
16/09/2019 06:00,12.895,0.001,0,1.229,161.606,0.811,10.83,1.607
16/09/2019 07:00,13.48,0.001,0,1.228,303.872,0.418,11.247,3.582
16/09/2019 08:00,13.978,0.001,0,1.227,436.58,0.144,11.391,5.382
16/09/2019 09:00,14.394,0.001,0,1.226,522.75,0.073,11.463,6.426
16/09/2019 10:00,14.738,0.001,0,1.225,567.719,0.067,11.431,6.925
16/09/2019 11:00,15.056,0.001,0,1.224,569.734,0.071,11.266,6.923
16/09/2019 12:00,15.257,0.001,0,1.222,529.795,0.065,11.08,6.447
16/09/2019 13:00,15.358,0.001,0,1.221,461.29,0.043,10.894,5.645
16/09/2019 14:00,15.34,0,0,1.22,365.155,0.03,10.63,4.458
16/09/2019 15:00,15.048,0,0,1.22,226.653,0.032,10.252,2.554
16/09/2019 16:00,14.431,0,0,1.221,90.259,0.049,9.656,0.712
16/09/2019 17:00,13.573,0.002,0,1.223,4.942,0.143,8.961,0
17/09/2019 04:00,11.505,0.141,0,1.227,0.196,0.455,9.629,0
17/09/2019 05:00,11.4,0.107,0,1.227,33.707,0.328,10.071,0.132
17/09/2019 06:00,11.153,0.082,0,1.229,139.04,0.358,10.775,1.209
17/09/2019 07:00,11.246,0.074,0,1.23,219.834,0.425,11.123,2.093
17/09/2019 08:00,11.396,0.088,0,1.231,281.423,0.478,11.732,2.721
17/09/2019 09:00,11.6,0.11,0,1.23,314.755,0.512,12.108,3.001
17/09/2019 10:00,11.73,0.158,0,1.228,288.522,0.616,12.128,2.611
17/09/2019 11:00,11.753,0.231,0,1.228,252.429,0.643,12.141,2.198
17/09/2019 12:00,11.803,0.186,0,1.227,232.699,0.637,12.211,2.004
17/09/2019 13:00,12.109,0.106,0,1.225,248.159,0.56,12.276,2.221
17/09/2019 14:00,12.281,0.069,0,1.224,202.821,0.513,12.17,1.787
17/09/2019 15:00,12.224,0.071,0,1.223,129.139,0.438,11.71,1.033
17/09/2019 16:00,11.873,0.068,0,1.224,53.287,0.433,11.322,0.297
17/09/2019 17:00,11.447,0.033,0,1.227,2.645,0.385,10.987,0
18/09/2019 04:00,9.81,0.011,0,1.238,0.153,0.028,7.755,0
18/09/2019 05:00,10.383,0.03,0,1.239,53.839,0.02,7.896,0.355
18/09/2019 06:00,11.611,0.058,0,1.237,188.32,0.018,7.973,2.18
18/09/2019 07:00,12.801,0.016,0,1.234,328.199,0.016,8.615,4.155
18/09/2019 08:00,13.564,0.034,0,1.233,449.338,0.02,8.635,5.73
18/09/2019 09:00,14.092,0.046,0,1.232,535.387,0.037,8.603,6.743
18/09/2019 10:00,14.357,0.114,0,1.231,570.031,0.081,8.629,7.091
18/09/2019 11:00,14.443,0.201,0,1.231,562.536,0.105,8.589,6.958
18/09/2019 12:00,14.353,0.217,0,1.232,516.031,0.088,8.536,6.385
18/09/2019 13:00,14.157,0.174,0,1.232,441.015,0.08,8.428,5.471
18/09/2019 14:00,13.852,0.12,0,1.233,335.395,0.089,8.28,4.106
18/09/2019 15:00,13.443,0.04,0,1.234,206.451,0.116,8.184,2.32
18/09/2019 16:00,12.785,0.008,0,1.235,77.341,0.102,7.898,0.593
18/09/2019 17:00,11.671,0.005,0,1.237,3.2,0.063,7.457,0
19/09/2019 04:00,8.86,0.007,0,1.245,0.052,0.057,6.021,0
19/09/2019 05:00,9.416,0.005,0,1.246,50.971,0.354,5.997,0.332
19/09/2019 06:00,11.462,0.01,0,1.247,177.955,0.614,6.17,2.008
19/09/2019 07:00,12.875,0.006,0,1.244,320.872,0.583,6.53,4.033
19/09/2019 08:00,13.971,0.001,0,1.241,439.47,0.749,6.844,5.569
19/09/2019 09:00,14.716,0,0,1.239,534.753,0.816,6.918,6.718
19/09/2019 10:00,15.252,0,0,1.237,584.554,0.883,7.108,7.258
19/09/2019 11:00,15.458,0,0,1.237,555.416,0.947,7.171,6.786
19/09/2019 12:00,15.282,0,0,1.237,424.688,0.974,7.153,4.807
19/09/2019 13:00,14.842,0,0,1.238,286.119,0.988,7.303,2.804
19/09/2019 14:00,14.175,0,0,1.24,144.335,0.991,7.202,1.154
19/09/2019 15:00,13.529,0,0,1.242,78.373,0.985,6.785,0.518
19/09/2019 16:00,12.705,0,0,1.244,40.012,0.881,5.967,0.185
19/09/2019 17:00,10.843,0,0,1.246,2.608,0.755,5.464,0
20/09/2019 04:00,8.957,0.003,0,1.251,0.01,0.965,6.266,0
20/09/2019 05:00,9.882,0.01,0,1.25,30.855,0.969,6.329,0.115
20/09/2019 06:00,11.248,0.023,0,1.249,99.974,0.978,6.507,0.755
20/09/2019 07:00,11.836,0.039,0,1.248,125.736,0.982,6.557,0.968
20/09/2019 08:00,12.258,0.06,0,1.246,143.491,0.982,6.785,1.118
20/09/2019 09:00,13.003,0.069,0,1.242,201.953,0.975,7.165,1.685
20/09/2019 10:00,14.183,0.061,0,1.236,301.546,0.965,7.706,2.747
20/09/2019 11:00,15.084,0.062,0,1.232,319.647,0.893,8.036,2.976
20/09/2019 12:00,15.545,0.061,0,1.229,362.961,0.668,8.155,3.625
20/09/2019 13:00,15.642,0.042,0,1.228,304.247,0.569,8.131,2.967
20/09/2019 14:00,15.451,0.021,0,1.228,191.186,0.702,8.026,1.651
20/09/2019 15:00,15.127,0.009,0,1.228,101.277,0.638,7.746,0.733
20/09/2019 16:00,14.663,0.006,0,1.229,38.659,0.691,7.305,0.169
20/09/2019 17:00,14.153,0.008,0,1.23,0.903,0.786,7.065,0
21/09/2019 05:00,10.894,0.01,0,1.24,39.065,0.738,6.111,0.219
21/09/2019 06:00,12.307,0.005,0,1.239,161.777,0.596,6.21,1.836
21/09/2019 07:00,13.275,0,0,1.237,304.334,0.414,5.972,3.908
21/09/2019 08:00,14.372,0,0,1.233,428.242,0.309,5.645,5.557
21/09/2019 09:00,15.528,0,0,1.229,520.52,0.322,5.297,6.659
21/09/2019 10:00,16.317,0,0,1.225,571.351,0.393,4.836,7.215
21/09/2019 11:00,16.908,0,0,1.222,577.742,0.494,4.414,7.265
21/09/2019 12:00,17.372,0,0,1.218,538.419,0.585,4.053,6.804
21/09/2019 13:00,17.574,0,0,1.216,458.569,0.693,3.796,5.852
21/09/2019 14:00,17.47,0,0,1.215,343.785,0.685,3.631,4.382
21/09/2019 15:00,17.035,0,0,1.215,208.503,0.533,3.545,2.505
21/09/2019 16:00,15.558,0,0,1.217,72.871,0.306,3.451,0.61
21/09/2019 17:00,13.976,0,0,1.22,1.36,0.104,3.574,0
22/09/2019 05:00,11.096,0.015,0,1.231,34.924,0.934,3.329,0.181
22/09/2019 06:00,12.444,0.01,0,1.231,149.967,0.942,2.654,1.645
22/09/2019 07:00,13.908,0.002,0,1.228,284.102,0.941,2.178,3.562
22/09/2019 08:00,15.723,0,0,1.221,402.944,0.937,2.231,5.138
22/09/2019 09:00,16.698,0,0,1.216,488.487,0.931,2.702,6.171
22/09/2019 10:00,17.4,0,0,1.213,533.924,0.921,3.115,6.671
22/09/2019 11:00,17.948,0,0,1.209,541.952,0.906,3.429,6.751
22/09/2019 12:00,18.248,0,0,1.207,509.565,0.868,3.606,6.385
22/09/2019 13:00,18.315,0,0,1.205,436.433,0.728,3.672,5.521
22/09/2019 14:00,18.105,0,0,1.205,329.26,0.523,3.834,4.16
22/09/2019 15:00,17.499,0,0,1.205,198.903,0.258,4.321,2.365
22/09/2019 16:00,15.884,0,0,1.208,66.781,0.108,5.007,0.544
22/09/2019 17:00,14.274,0,0,1.214,0.866,0.049,6.474,0
23/09/2019 05:00,12.974,0.022,0,1.23,23.209,0.551,9.227,0.063
23/09/2019 06:00,13.264,0.02,0,1.23,107.093,0.529,9.373,0.925
23/09/2019 07:00,13.837,0.007,0,1.229,236.724,0.363,9.937,2.677
23/09/2019 08:00,14.42,0.002,0,1.228,355.892,0.233,10.026,4.371
23/09/2019 09:00,14.787,0.001,0,1.228,474.132,0.106,9.941,6.04
23/09/2019 10:00,15.099,0,0,1.228,548.207,0.035,9.813,7.01
23/09/2019 11:00,15.225,0,0,1.227,554.017,0.031,9.709,7.077
23/09/2019 12:00,15.197,0.001,0,1.227,511.156,0.045,9.545,6.564
23/09/2019 13:00,15.007,0.001,0,1.227,433.892,0.082,9.331,5.623
23/09/2019 14:00,14.58,0.001,0,1.228,315.916,0.116,9.103,4.039
23/09/2019 15:00,13.899,0.001,0,1.23,179.614,0.17,8.93,2.072
23/09/2019 16:00,12.961,0,0,1.233,55.984,0.194,8.665,0.41
23/09/2019 17:00,12.023,0,0,1.236,0.442,0.157,8.317,0
24/09/2019 05:00,11.537,0.025,0,1.228,26.931,0.07,6.349,0.106
24/09/2019 06:00,12.912,0.023,0,1.227,134.334,0.115,6.365,1.349
24/09/2019 07:00,13.824,0.012,0,1.225,251.219,0.277,6.407,2.879
24/09/2019 08:00,14.694,0.006,0,1.222,311.337,0.448,6.406,3.407
24/09/2019 09:00,15.317,0.005,0,1.219,318.32,0.557,6.294,3.201
24/09/2019 10:00,15.689,0.005,0,1.217,325.946,0.646,6.177,3.17
24/09/2019 11:00,15.87,0.007,0,1.216,319.885,0.77,6.048,3.058
24/09/2019 12:00,15.838,0.009,0,1.215,274.796,0.863,5.934,2.521
24/09/2019 13:00,15.609,0.008,0,1.215,205.148,0.937,5.842,1.762
24/09/2019 14:00,15.248,0.007,0,1.215,139.574,0.953,5.857,1.102
24/09/2019 15:00,14.809,0.007,0,1.216,80.579,0.929,5.923,0.542
24/09/2019 16:00,14.199,0.009,0,1.218,24.553,0.948,5.705,0.062
24/09/2019 17:00,13.516,0.018,0,1.22,0.117,0.989,5.436,0
25/09/2019 05:00,12.542,0.031,0,1.215,17.369,0.487,4.919,0.016
25/09/2019 06:00,13.683,0.03,0,1.215,91.272,0.547,5.249,0.694
25/09/2019 07:00,14.341,0.031,0,1.214,182.361,0.578,5.361,1.69
25/09/2019 08:00,15.062,0.035,0,1.211,271.334,0.625,5.599,2.721
25/09/2019 09:00,15.729,0.051,0,1.208,320.786,0.705,5.84,3.218
25/09/2019 10:00,16.105,0.069,0,1.207,324.61,0.679,5.983,3.149
25/09/2019 11:00,16.276,0.083,0,1.206,334.049,0.68,6.152,3.244
25/09/2019 12:00,16.109,0.078,0,1.206,277.329,0.695,6.372,2.551
25/09/2019 13:00,15.672,0.07,0,1.208,203.103,0.71,6.668,1.738
25/09/2019 14:00,15.066,0.057,0,1.211,139.49,0.759,6.922,1.102
25/09/2019 15:00,14.454,0.041,0,1.213,74.451,0.799,7.046,0.484
25/09/2019 16:00,13.846,0.024,0,1.216,22,0.82,7.014,0.043
25/09/2019 17:00,13.299,0.016,0,1.218,0.054,0.848,7.07,0
26/09/2019 05:00,11.061,0.018,0,1.229,19.385,0.152,6.534,0.041
26/09/2019 06:00,12.297,0.019,0,1.226,114.373,0.178,6.54,1.077
26/09/2019 07:00,13.829,0.019,0,1.22,228.854,0.225,6.352,2.58
26/09/2019 08:00,15.346,0.009,0,1.214,336.424,0.169,6.395,4.004
26/09/2019 09:00,16.178,0.011,0,1.211,401.077,0.331,6.381,4.699
26/09/2019 10:00,16.418,0.027,0,1.21,353.155,0.576,6.471,3.673
26/09/2019 11:00,16.384,0.038,0,1.21,327.406,0.583,6.573,3.232
26/09/2019 12:00,16.267,0.039,0,1.21,282.245,0.574,6.599,2.669
26/09/2019 13:00,16.115,0.035,0,1.21,228.415,0.565,6.653,2.078
26/09/2019 14:00,15.863,0.032,0,1.211,168.764,0.663,6.797,1.461
26/09/2019 15:00,15.457,0.023,0,1.212,93.376,0.548,6.824,0.691
26/09/2019 16:00,14.852,0.011,0,1.214,26.062,0.434,6.768,0.079
26/09/2019 17:00,14.221,0.007,0,1.216,0.019,0.411,7.096,0
27/09/2019 05:00,14.121,0.152,0,1.212,8.248,0.972,7.826,0
27/09/2019 06:00,14.313,0.447,0,1.211,42.429,0.979,7.866,0.198
27/09/2019 07:00,14.552,1.355,0,1.21,68.484,0.985,7.825,0.415
27/09/2019 08:00,14.693,1.947,0,1.209,61.731,0.989,7.629,0.353
27/09/2019 09:00,14.767,1.934,0,1.208,55.158,0.99,7.196,0.296
27/09/2019 10:00,14.876,1.442,0,1.207,65.07,0.991,6.584,0.379
27/09/2019 11:00,15.074,0.836,0,1.206,88.978,0.967,5.848,0.587
27/09/2019 12:00,15.358,0.526,0,1.205,132.117,0.894,5.322,0.982
27/09/2019 13:00,15.752,0.155,0,1.203,201.486,0.736,5.285,1.707
27/09/2019 14:00,16.064,0.033,0,1.202,228.926,0.783,5.306,2.286
27/09/2019 15:00,15.913,0.007,0,1.202,151.69,0.562,4.995,1.529
27/09/2019 16:00,14.534,0.004,0,1.203,39.568,0.233,4.845,0.228
27/09/2019 17:00,13.382,0.006,0,1.205,0.004,0.136,5.205,0
28/09/2019 05:00,13.491,0.152,0,1.21,9.168,0.467,7.034,0
28/09/2019 06:00,13.932,0.172,0,1.21,86.806,0.218,7.162,0.697
28/09/2019 07:00,14.461,0.179,0,1.21,226.797,0.089,7.125,2.669
28/09/2019 08:00,15.087,0.133,0,1.208,354.199,0.073,7.857,4.552
28/09/2019 09:00,15.756,0.095,0,1.207,444.443,0.088,7.998,5.739
28/09/2019 10:00,16.313,0.048,0,1.205,477.515,0.401,7.851,6.042
28/09/2019 11:00,16.573,0.022,0,1.204,437.706,0.758,7.577,5.296
28/09/2019 12:00,16.634,0.017,0,1.203,385.431,0.868,7.322,4.511
28/09/2019 13:00,16.517,0.015,0,1.203,311.297,0.875,7.131,3.523
28/09/2019 14:00,16.219,0.019,0,1.204,230.953,0.885,6.961,2.527
28/09/2019 15:00,15.634,0.02,0,1.204,106.159,0.879,6.317,0.892
28/09/2019 16:00,14.629,0.026,0,1.206,22.121,0.899,5.822,0.052
29/09/2019 05:00,12.296,0.071,0,1.212,13.682,0.494,8.294,0
29/09/2019 06:00,12.898,0.071,0,1.21,85.666,0.511,8.245,0.685
29/09/2019 07:00,13.716,0.116,0,1.207,224.016,0.388,8.258,2.583
29/09/2019 08:00,14.615,0.098,0,1.204,341.131,0.577,8.746,4.237
29/09/2019 09:00,15.415,0.066,0,1.201,397.11,0.816,9.072,4.741
29/09/2019 10:00,15.734,0.077,0,1.199,318.965,0.974,8.908,3.192
29/09/2019 11:00,15.856,0.083,0,1.197,300.235,0.877,8.815,2.886
29/09/2019 12:00,15.956,0.083,0,1.196,318.607,0.789,8.826,3.182
29/09/2019 13:00,15.419,0.121,0,1.197,151.776,0.985,8.255,1.203
29/09/2019 14:00,14.442,0.24,0,1.199,52.999,0.987,7.3,0.283
29/09/2019 15:00,13.749,0.421,0,1.201,29.738,0.992,6.756,0.097
29/09/2019 16:00,13.26,0.799,0,1.202,7.825,0.988,6.104,0
30/09/2019 05:00,11.01,0.16,0,1.199,11.672,0.926,5.63,0
30/09/2019 06:00,11.725,0.233,0,1.2,59.978,0.989,6.161,0.383
30/09/2019 07:00,12.101,0.282,0,1.201,94.648,0.992,6.692,0.687
30/09/2019 08:00,12.462,0.288,0,1.201,124.287,0.993,7.754,0.955
30/09/2019 09:00,12.803,0.17,0,1.201,144.002,0.992,8.759,1.135
30/09/2019 10:00,13.31,0.039,0,1.2,213.503,0.981,9.512,1.868
30/09/2019 11:00,14.274,0.012,0,1.198,377.634,0.938,10.328,4.218
30/09/2019 12:00,15.001,0.005,0,1.196,392.206,0.737,11.321,4.765
30/09/2019 13:00,15.193,0.002,0,1.197,387.095,0.064,12.509,5.138
30/09/2019 14:00,14.638,0,0,1.2,287.896,0.014,13.114,3.907
30/09/2019 15:00,13.629,0,0,1.205,157.287,0.011,13.073,2.009
30/09/2019 16:00,12.506,0,0,1.211,33.086,0.033,12.463,0.21
01/10/2019 05:00,9.101,0,0,1.226,7.918,0.952,6.714,0
01/10/2019 06:00,9.797,0.002,0,1.225,55.972,0.979,6.496,0.34
01/10/2019 07:00,10.292,0.008,0,1.224,77.561,0.984,6.155,0.517
01/10/2019 08:00,10.531,0.025,0,1.224,96.97,0.986,5.85,0.687
01/10/2019 09:00,10.677,0.055,0,1.223,129.024,0.985,5.427,0.986
01/10/2019 10:00,10.738,0.096,0,1.223,163.746,0.986,5.016,1.325
01/10/2019 11:00,10.875,0.19,0,1.223,238.867,0.98,4.625,2.127
01/10/2019 12:00,10.783,0.172,0,1.222,197.017,0.934,4.457,1.696
01/10/2019 13:00,10.907,0.129,0,1.221,222.995,0.639,4.464,2.085
01/10/2019 14:00,11.031,0.05,0,1.219,180.608,0.535,4.526,1.721
01/10/2019 15:00,10.995,0.017,0,1.218,108.316,0.393,4.712,0.972
01/10/2019 16:00,9.78,0.003,0,1.217,26.895,0.204,4.976,0.116
02/10/2019 05:00,8.016,0.004,0,1.227,9.701,0.243,7.303,0
02/10/2019 06:00,8.869,0.013,0,1.228,106.625,0.124,7.276,1.259
02/10/2019 07:00,9.822,0.022,0,1.227,236.694,0.073,7.596,3.288
02/10/2019 08:00,10.77,0.024,0,1.225,346.376,0.092,7.649,4.825
02/10/2019 09:00,11.521,0.038,0,1.223,414.734,0.142,7.552,5.615
02/10/2019 10:00,12.081,0.063,0,1.221,435.544,0.185,7.495,5.705
02/10/2019 11:00,12.453,0.081,0,1.219,423.026,0.219,7.524,5.41
02/10/2019 12:00,12.681,0.12,0,1.218,378.679,0.233,7.616,4.745
02/10/2019 13:00,12.687,0.148,0,1.217,297.215,0.329,7.639,3.542
02/10/2019 14:00,12.374,0.191,0,1.218,179.159,0.544,7.354,1.801
02/10/2019 15:00,11.616,0.215,0,1.22,56.888,0.736,6.391,0.35
02/10/2019 16:00,10.517,0.218,0,1.223,10.334,0.716,5.414,0
